,titles,links,percents
0,Colombia rompe el alto el fuego con la disidencia de 'Iván Mordisco' tras la muerte de cuatro niños indígenas,https://www.europapress.es/internacional/noticia-colombia-rompe-alto-fuego-disidencia-ivan-mordisco-muerte-cuatro-ninos-indigenas-20230522143706.html,25%
1,La misión de la OEA en Colombia pide a los grupos armados que concreten el alto el fuego con el Gobierno,https://www.europapress.es/internacional/noticia-mision-oea-colombia-pide-grupos-armados-concreten-alto-fuego-gobierno-20230518044540.html,35%
2,"Abascal equipara al PP con PSC, ERC y Junts y alza a Vox para ""recuperar"" Cataluña",https://www.europapress.es/nacional/noticia-abascal-equipara-pp-psc-erc-junts-alza-vox-recuperar-cataluna-20230514142311.html,25%
3,"La vicepresidenta de Colombia defiende a la Primera Línea del paro nacional: ""Han sido estigmatizados""",https://www.europapress.es/internacional/noticia-vicepresidenta-colombia-defiende-primera-linea-paro-nacional-sido-estigmatizados-20230505192933.html,25%
4,"Petro afirma que la ""pandemia de fentanilo"" es un ""reflejo del fracaso de una política impuesta hace 50 años""",https://www.europapress.es/internacional/noticia-petro-afirma-pandemia-fentanilo-reflejo-fracaso-politica-impuesta-hace-50-anos-20230504155736.html,25%
5,"Batet traslada a Petro el ""apoyo firme"" de España al objetivo de la ""paz total"" en Colombia",https://www.europapress.es/nacional/noticia-congreso-senado-trasladan-petro-apoyo-firme-espana-objetivo-paz-colombia-20230503130752.html,35%
6,El programa Comunidad Glocal de la DPZ sigue con charlas sobre la situación en Colombia y norte de África,https://www.europapress.es/aragon/noticia-programa-comunidad-glocal-dpz-sigue-charlas-situacion-colombia-norte-africa-20230411153615.html,35%
7,"Evo Morales critica a la CIDH por ""defender a separatistas y golpistas""",https://www.europapress.es/internacional/noticia-evo-morales-critica-cidh-defender-separatistas-golpistas-20230403212735.html,25%
8,"El Gobierno de Colombia ""rechaza de manera rotunda"" estar beneficiando al narcotráfico",https://www.europapress.es/internacional/noticia-gobierno-colombia-rechaza-manera-rotunda-estar-beneficiando-narcotrafico-20230331162917.html,25%
9,"Feministas de Latinoamérica y Europa ""se plantan"" ante el ""populismo"" de Irene Montero o Claudia Sheimbum",https://www.europapress.es/epsocial/igualdad/noticia-feministas-latinoamerica-europa-plantan-populismo-irene-montero-claudia-sheimbum-20230330193446.html,25%
10,El presidente del Senado de Colombia advierte de un posible estallido social si el Gobierno no logra aprobar reformas,https://www.europapress.es/internacional/noticia-presidente-congreso-colombia-advierte-posible-estallido-social-si-gobierno-no-logra-aprobar-reformas-20230328181620.html,25%
11,"Zapatero alaba la ""memoria, restauración y justicia"" de Argentina en su democratización tras la dictadura",https://www.europapress.es/internacional/noticia-zapatero-alaba-memoria-restauracion-justicia-argentina-democratizacion-dictadura-20230322050947.html,35%
12,Por primera vez las mujeres están presentes en todos los parlamentos del mundo,https://www.europapress.es/internacional/noticia-primera-vez-mujeres-estan-presentes-todos-parlamentos-mundo-20230306224333.html,35%
13,"Mujeres de la Amazonía, Colombia, Venezuela, Honduras y Guatemala denuncian un modelo empresarial ""depredador""",https://www.europapress.es/epsocial/responsables/noticia-mujeres-amazonia-colombia-venezuela-honduras-guatemala-denuncian-modelo-empresarial-depredador-20230303122346.html,25%
14,Petro solicita a la Fiscalía de Colombia que investigue a su hermano y a su hijo mayor,https://www.europapress.es/internacional/noticia-petro-solicita-fiscalia-colombia-investigue-hermano-hijo-mayor-20230302193945.html,25%
15,"Petro afirma que las megacárceles de El Salvador ""son campos de concentración""",https://www.europapress.es/internacional/noticia-petro-afirma-megacarceles-salvador-son-campos-concentracion-20230302010554.html,25%
16,"La cobertura de la violencia machista en los medios provoca doble víctimización de la víctima, según un estudio",https://www.europapress.es/epsocial/igualdad/noticia-cobertura-violencia-machista-medios-provoca-doble-victimizacion-victima-estudio-20230301115652.html,35%
17,"Seis disturbios civiles provocaron pérdidas de 12.000 millones de dólares entre 2018 y 2023, según Allianz",https://www.europapress.es/economia/noticia-seis-disturbios-civiles-provocaron-perdidas-12000-millones-dolares-2018-2023-allianz-20230228110044.html,35%
18,Londoño pide a Petro que otorgue estatus político a 'Iván Márquez' y a otros líderes de las disidencias,https://www.europapress.es/internacional/noticia-londono-pide-petro-otorgue-estatus-politico-ivan-marquez-otros-lideres-disidencias-20230224193326.html,35%
19,Una nueva jornada Gizartegune destaca el papel de las mujeres en la Cooperación al Desarrollo,https://www.europapress.es/euskadi/noticia-nueva-jornada-gizartegune-destaca-papel-mujeres-cooperacion-desarrollo-20230223154415.html,25%
20,"Las solicitudes de protección internacional en Euskadi aumentan un 137% en 2022, al alcanzar las 4.086",https://www.europapress.es/euskadi/noticia-solicitudes-proteccion-internacional-euskadi-aumentan-137-2022-alcanzar-4086-20230223144711.html,35%
21,La OEA insta a las autoridades de Perú a convocar lo antes posible elecciones generales,https://www.europapress.es/internacional/noticia-oea-insta-autoridades-peru-convocar-antes-posible-elecciones-generales-20230131042842.html,25%
22,La CorteIDH condena al Estado colombiano por el exterminio de militantes de Unión Patriótica,https://www.europapress.es/internacional/noticia-corteidh-condena-estado-colombiano-exterminio-militantes-union-patriotica-20230130174827.html,35%
23,"Pepón Nieto, Martín Alonso Zara y José Luis del Barco, invitados de la semana en La Malagueta",https://www.europapress.es/andalucia/malaga-00356/noticia-pepon-nieto-martin-alonso-zara-jose-luis-barco-invitados-semana-malagueta-20230128104741.html,35%
24,El paramilitar 'Jorge 40' culpa al Estado colombiano de obligarle a tomar las armas,https://www.europapress.es/internacional/noticia-paramilitar-jorge-40-culpa-estado-colombiano-obligarle-tomar-armas-20230127123456.html,35%
25,Naciones Unidas insta a defender los DDHH de las víctimas en las negociaciones de paz en Colombia,https://www.europapress.es/internacional/noticia-naciones-unidas-insta-defender-ddhh-victimas-negociaciones-paz-colombia-20230126061205.html,25%
26,Maduro recibe a Zapatero en Caracas para abordar el inicio de los diálogos con la oposición,https://www.europapress.es/internacional/noticia-maduro-recibe-zapatero-caracas-abordar-inicio-dialogos-oposicion-20230120065341.html,25%
27,El antiguo líder de las FARC se ofrece a dialogar con el ELN para negociar el acuerdo de paz con el Gobierno de Colombia,https://www.europapress.es/internacional/noticia-antiguo-lider-farc-ofrece-dialogar-eln-negociar-acuerdo-paz-gobierno-colombia-20230113025431.html,25%
28,"HRW reivindica la necesidad de apoyar ""movimientos de protesta"" ante ""gobiernos abusivos"" para proteger los DDHH",https://www.europapress.es/internacional/noticia-hrw-reivindica-necesidad-apoyar-movimientos-protesta-gobiernos-abusivos-proteger-ddhh-20230112144006.html,35%
29,"La Policía brasileña recupera el control de Congreso, palacio presidencial y Supremo tras el asalto bolsonarista",https://www.europapress.es/internacional/noticia-fuerzas-seguridad-recuperan-control-congreso-palacio-presidencial-brasil-20230108230711.html,25%
30,Simpatizantes de Bolsonaro asaltan instituciones de Brasil | Bolsonaro confirma su ingreso en un hospital de EEUU,https://www.europapress.es/internacional/noticia-bolsonaritas-asaltan-instituciones-brasilenas-sigue-directo-todas-noticias-20230108215250.html,25%
31,Los líderes de América Latina claman contra el ataque a instituciones en Brasil y respaldan a Lula,https://www.europapress.es/internacional/noticia-lideres-america-latina-claman-contra-ataque-instituciones-brasil-respaldan-lula-20230108214927.html,25%
32,"Simpatizantes de Bolsonaro invaden el Congreso, el palacio presidencial y el Supremo de Brasil",https://www.europapress.es/internacional/noticia-simpatizantes-bolsonaro-invaden-congreso-brasileno-manifestacion-contra-lula-20230108194717.html,25%
33,Las 15 principales crisis humanitarias que marcarán 2023,https://www.europapress.es/internacional/noticia-15-principales-crisis-humanitarias-marcaran-2023-20230107082051.html,25%
34,La ONU reconoce los esfuerzos del Gobierno colombiano para alcanzar la paz,https://www.europapress.es/internacional/noticia-onu-reconoce-esfuerzos-gobierno-colombiano-alcanzar-paz-20230107044223.html,35%
35,Parlamentarios peruanos piden explicaciones a la ministra de Exteriores por expulsar al embajador de México,https://www.europapress.es/internacional/noticia-parlamentarios-peruanos-piden-explicaciones-ministra-exteriores-expulsar-embajador-mexico-20230104075629.html,35%
36,"Sánchez subraya ante las tropas en el exterior el ""compromiso ineludible"" de España con la paz",https://www.europapress.es/nacional/noticia-sanchez-subraya-tropas-exterior-compromiso-ineludible-espana-paz-20221224101916.html,35%
37,"El Gobierno de Perú transmite a Colombia su ""profundo malestar"" por las palabras de Petro en favor de Castillo",https://www.europapress.es/internacional/noticia-gobierno-peru-transmite-colombia-profundo-malestar-palabras-petro-favor-castillo-20221220061853.html,25%
38,El presidente de Colombia subraya que no está proponiendo legalizar la cocaína,https://www.europapress.es/internacional/noticia-presidente-colombia-subraya-no-proponiendo-legalizar-cocaina-20221218122726.html,45%
39,El Parlamento foral celebra con organizaciones sociales una lectura de la Declaración Universal de Derechos Humanos,https://www.europapress.es/navarra/noticia-parlamento-foral-celebra-organizaciones-sociales-lectura-declaracion-universal-derechos-humanos-20221210110224.html,25%
40,"Montero, arropada por Podemos, defiende la ley 'sí es sí' y pide unidad feminista ante la ""violencia política""",https://www.europapress.es/nacional/noticia-montero-arropada-podemos-defiende-ley-si-si-pide-unidad-feminista-violencia-politica-freno-20221126140530.html,35%
41,El Gobierno colombiano nombra a cuatro mujeres más a su equipo negociador con la ELN,https://www.europapress.es/internacional/noticia-gobierno-colombiano-nombra-cuatro-mujeres-mas-equipo-negociador-eln-20221126060811.html,25%
42,Petro alerta de que el conflicto armado en Colombia está camino de ser el nuevo Oriente Próximo,https://www.europapress.es/internacional/noticia-petro-alerta-conflicto-armado-colombia-camino-ser-nuevo-oriente-proximo-20221123135214.html,35%
43,España y Colombia firman un acuerdo de colaboración sobre igualdad,https://www.europapress.es/internacional/noticia-espana-colombia-firman-acuerdo-colaboracion-igualdad-20221113132127.html,25%
44,EEUU y Canadá sancionan a altos cargos de Haití por sus vínculos con el narcotráfico,https://www.europapress.es/internacional/noticia-eeuu-canada-sancionan-altos-cargos-haiti-vinculos-narcotrafico-20221104161428.html,25%
45,"Olona no descarta intentar volver al Congreso, aunque centra su futuro más próximo en combatir la ""ideología de género""",https://www.europapress.es/nacional/noticia-olona-no-descarta-intentar-volver-congreso-centra-futuro-mas-proximo-combatir-ideologia-genero-20221104130818.html,35%
46,"Macarena Olona lanza una fundación contra ""las leyes de género"" sin descartar su vuelta al Congreso",https://www.europapress.es/nacional/noticia-macarena-olona-lanza-fundacion-contra-leyes-genero-descartar-vuelta-congreso-20221104111430.html,35%
47,Lula da Silva enfrenta un histórico tercer mandato con el reto de unir Brasil,https://www.europapress.es/internacional/noticia-lula-da-silva-enfrenta-historico-tercer-reto-unir-brasil-20221031045706.html,25%
48,"TBA21 Academy prepara 'Devenir Río', un taller de rol vivo con la artista Ana María Millán",https://www.europapress.es/esandalucia/cordoba/noticia-tba21-academy-prepara-devenir-rio-taller-rol-vivo-artista-ana-maria-millan-20221027201148.html,25%
49,La guerrilla Segunda Marquetalia libera a 16 jóvenes de una disidencia rival en el suroeste de Colombia,https://www.europapress.es/internacional/noticia-guerrilla-segunda-marquetalia-libera-16-jovenes-disidencia-rival-suroeste-colombia-20221027123843.html,25%
50,"Senadora del Pacto Histórico: ""Mientras el mundo está en guerra, Colombia está hablando de paz""",https://www.europapress.es/catalunya/noticia-senadora-pacto-historico-mientras-mundo-guerra-colombia-hablando-paz-20221020211554.html,35%
51,La Junta acoge el acto de presentación del informe de la Comisión de la Verdad de Colombia,https://www.europapress.es/asturias/noticia-junta-acoge-acto-presentacion-informe-comision-verdad-colombia-20221014135131.html,35%
52,Estados Unidos prorroga la emergencia nacional por las consecuencias del narcotráfico en Colombia,https://www.europapress.es/internacional/noticia-estados-unidos-prorroga-emergencia-nacional-consecuencias-narcotrafico-colombia-20221013035541.html,35%
53,"Amnistía pide medidas ""urgentes"" para combatir la desigualdad y la discriminación en el continente americano",https://www.europapress.es/internacional/noticia-amnistia-pide-medidas-urgentes-combatir-desigualdad-discriminacion-continente-americano-20221003172129.html,35%
54,TBA21-Academy organiza en Córdoba un juego de rol en vivo basado en el universo fluvial,https://www.europapress.es/andalucia/noticia-tba21-academy-organiza-cordoba-juego-rol-vivo-basado-universo-fluvial-20221003160622.html,25%
55,"Luis Fernando Rosas cree que, en colombia ""70 años de heridas no se sanan en unos años"", se necesita un proceso",https://www.europapress.es/castilla-y-leon/noticia-luis-fernando-rosas-cree-colombia-70-anos-heridas-no-sanan-anos-necesita-proceso-20220929120922.html,35%
56,Filósofas y juristas abordan los retos de la mujer en un contexto de crisis en el Feminario de la Diputación,https://www.europapress.es/comunitat-valenciana/noticia-filosofas-juristas-abordan-retos-mujer-contexto-crisis-feminario-diputacion-20220921170447.html,35%
57,"Más de 140 coristas del País Vasco, Madrid y Colombia cantarán este sábado por la Paz en Tolosa",https://www.europapress.es/euskadi/noticia-mas-140-coristas-pais-vasco-madrid-colombia-cantaran-sabado-paz-tolosa-20220913145405.html,25%
58,Líderes latinoamericanos condenan el intento de magnicidio de Cristina Fernández de Kirchner,https://www.europapress.es/internacional/noticia-lideres-latinoamericanos-condenan-intento-magnicidio-cristina-fernandez-kirchner-20220902155212.html,25%
59,"Sánchez viaja a Colombia, Ecuador y Honduras para profundizar la relación y posicionar a las empresas",https://www.europapress.es/nacional/noticia-sanchez-viaja-colombia-ecuador-honduras-profundizar-relacion-posicionar-empresas-20220822151558.html,35%
60,"El Gobierno colombiano confirma que ELN, disidencias de las FARC, Clan del Golfo y AUC quieren negociar la paz",https://www.europapress.es/internacional/noticia-gobierno-colombiano-confirma-eln-disidencias-farc-clan-golfo-auc-quieren-negociar-paz-20220808234445.html,25%
61,Petro insta al ELN a dejar las armas en su discurso de investidura,https://www.europapress.es/internacional/noticia-petro-insta-eln-dejar-armas-discurso-investidura-20220808051834.html,35%
62,Las disidencias de las FARC ofrecen a Petro un diálogo de paz de cara a un alto el fuego en Colombia,https://www.europapress.es/internacional/noticia-disidencias-farc-ofrecen-petro-dialogo-paz-cara-alto-fuego-colombia-20220804090102.html,25%
63,El Constitucional de Colombia ordena aplicar planes de choque por el desplazamiento forzoso de población,https://www.europapress.es/internacional/noticia-constitucional-colombia-ordena-aplicar-planes-choque-desplazamiento-forzoso-poblacion-20220723134625.html,35%
64,Díaz señala que Podemos fue clave pero defiende movimientos ciudadanos y Montero dice que su ciclo no está agotado,https://www.europapress.es/nacional/noticia-diaz-dice-podemos-fue-clave-frente-bipartidismo-hace-falta-paso-mas-movimientos-ciudadanos-20220718134301.html,35%
65,Díaz dice que Podemos debe estar en Sumar pero destaca que el reimpulso progresista pasa por un movimiento ciudadano,https://www.europapress.es/nacional/noticia-diaz-dice-podemos-debe-estar-sumar-destaca-reimpulso-progresista-pasa-movimiento-ciudadano-20220718132454.html,35%
66,"La Comisión de la Verdad de Colombia espera ""un buen futuro"" a sus recomendaciones con la llegada de Petro",https://www.europapress.es/internacional/noticia-comision-verdad-colombia-espera-buen-futuro-recomendaciones-llegada-petro-20220708122230.html,35%
67,"López Obrador asegura que ""no es cierto"" que México viva una ola de violencia nunca antes vista",https://www.europapress.es/internacional/noticia-lopez-obrador-asegura-no-cierto-mexico-viva-ola-violencia-nunca-antes-vista-20220627183117.html,25%
68,Petro cierra su campaña en una comunidad indígena y Hernández con su madre,https://www.europapress.es/internacional/noticia-petro-cierra-campana-comunidad-indigena-hernandez-madre-20220619125732.html,25%
69,La activista Luz Estella Romero ve Colombia como referente feminista pese a incumplimientos de acuerdos de paz,https://www.europapress.es/internacional/noticia-activista-luz-estella-romero-ve-colombia-referente-feminista-pese-incumplimientos-acuerdos-paz-20220619092958.html,35%
70,Petro y Hernández se disputan este domingo unas emocionantes e inciertas elecciones a presidente de Colombia,https://www.europapress.es/internacional/noticia-petro-hernandez-disputan-domingo-emocionantes-inciertas-elecciones-presidente-colombia-20220618092958.html,25%
71,Las protestas de los últimos años acercan el cambio a Colombia,https://www.europapress.es/internacional/noticia-protestas-ultimos-anos-acercan-cambio-colombia-20220612093150.html,35%
72,Los colombianos van a las urnas este domingo en una de las elecciones más polarizadas que se recuerdan,https://www.europapress.es/internacional/noticia-colombianos-van-urnas-domingo-elecciones-mas-polarizadas-recuerdan-20220529081442.html,25%
73,"IU espera que las elecciones presidenciales en Colombia se celebren de forma ""pacífica y transparente""",https://www.europapress.es/nacional/noticia-iu-espera-elecciones-presidenciales-colombia-celebren-forma-pacifica-transparente-20220528111808.html,35%
75,Diputados de Podemos e IU participarán en una misión de observación internacional de las elecciones de Colombia,https://www.europapress.es/nacional/noticia-diputados-podemos-iu-participaran-mision-observacion-internacional-elecciones-colombia-20220527124712.html,35%
76,"La UE se declara ""preocupada"" por el aumento de la violencia electoral antes de los comicios en Colombia",https://www.europapress.es/internacional/noticia-ue-declara-preocupada-aumento-violencia-electoral-antes-comicios-20220522225940.html,35%
77,La Rioja y Amaranta promueven la integración laboral de mujeres víctimas de violencia en Colombia,https://www.europapress.es/la-rioja/noticia-rioja-amaranta-promueven-integracion-laboral-mujeres-victimas-violencia-colombia-20220512185144.html,35%
78,Luis Pérez renuncia a su candidatura a presidente de Colombia por el mal ambiente de la campaña electoral,https://www.europapress.es/internacional/noticia-luis-perez-renuncia-candidatura-presidente-colombia-mal-ambiente-campana-electoral-20220511161032.html,25%
79,"Lara Sánchez marca distancias con el uribismo y tilda de ""marketing político"" reprocharles ser continuistas",https://www.europapress.es/internacional/noticia-lara-sanchez-marca-distancias-uribismo-tilda-marketing-politico-reprocharles-ser-continuistas-20220511104449.html,35%
80,El partido Colombia Humana denuncia un ataque a su sede de Bogotá,https://www.europapress.es/internacional/noticia-partido-colombia-humana-denuncia-ataque-sede-bogota-20220417043359.html,25%
81,Hallan los restos de seis integrantes de la Unión Patriótica colombiana asesinadas hace 30 años,https://www.europapress.es/internacional/noticia-hallan-restos-seis-integrantes-union-patriotica-colombiana-asesinadas-hace-30-anos-20220409150645.html,25%
82,"La ONU observa un recrudecimiento de la violencia en las regiones colombianas de Arauca, Chocó y Putumayo",https://www.europapress.es/internacional/noticia-onu-observa-recrudecimiento-violencia-regiones-colombianas-arauca-choco-putumayo-20220406025227.html,35%
83,"De la Calle alerta de los ""riesgos"" a la democracia liberal en Colombia tras las ""inéditas"" movilizaciones de 2019",https://www.europapress.es/internacional/noticia-calle-alerta-riesgos-democracia-liberal-ineditas-movilizaciones-2019-20220405202437.html,35%
84,"El presidente de Costa Rica ve ""absolutamente inaceptable"" la situación en Nicaragua y pide hacer frente al populismo",https://www.europapress.es/internacional/noticia-presidente-costa-rica-ve-absolutamente-inaceptable-situacion-nicaragua-pide-hacer-frente-populismo-20220328121714.html,25%
85,"ONG denuncian las violencias machistas, brechas laborales y las situaciones de pobreza que sufren las mujeres",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-ong-denuncian-violencias-machistas-brechas-laborales-pobreza-sufren-mujeres-8m-20220307142030.html,25%
86,"Un exguerrillero de las FARC reivindica la salida política al conflicto: ""No se puede arreglar un país a balazos""",https://www.europapress.es/internacional/noticia-exguerrillero-farc-reivindica-salida-politica-conflicto-no-puede-arreglar-pais-balazos-20220303154209.html,35%
87,"Francia Márquez se muestra como una apuesta para superar el concepto de ""gobierno progresista"" para Colombia",https://www.europapress.es/internacional/noticia-francia-marquez-muestra-apuesta-superar-concepto-gobierno-progresista-colombia-20220221185033.html,35%
88,La AN concede asilo a un opositor venezolano y critica que el Gobierno ignorase su condición de dirigente político,https://www.europapress.es/nacional/noticia-an-concede-asilo-opositor-venezolano-critica-gobierno-ignorase-condicion-dirigente-politico-20220218115059.html,35%
89,La Procuraduría de Colombia denuncia ante la JEP el reclutamiento de menores por parte de las FARC,https://www.europapress.es/internacional/noticia-procuraduria-colombia-denuncia-jep-reclutamiento-menores-parte-farc-20220211204403.html,25%
90,El Comité Nacional del Paro de Colombia convoca nuevas manifestaciones para los próximos meses,https://www.europapress.es/internacional/noticia-comite-nacional-paro-colombia-convoca-nuevas-manifestaciones-proximos-meses-20220209175931.html,25%
91,La secretaria de Cooperación Internacional viaja a Colombia y Bolivia para apoyar proyectos en ambos países,https://www.europapress.es/nacional/noticia-secretaria-cooperacion-internacional-viaja-colombia-bolivia-apoyar-proyectos-ambos-paises-20220202163449.html,25%
92,Comunes celebra el fallo del Constitucional que denuncia una violación del Gobierno de los acuerdos de paz,https://www.europapress.es/internacional/noticia-comunes-celebra-fallo-constitucional-denuncia-violacion-gobierno-acuerdos-paz-20220128184934.html,35%
93,"Urkullu insiste en la necesidad de que la IA reconozca el daño injusto de ETA a asesinados, secuestrados y perseguidos",https://www.europapress.es/nacional/noticia-urkullu-insiste-necesidad-ia-reconozca-dano-injusto-eta-asesinados-secuestrados-perseguidos-20220128132131.html,35%
94,El representante de Colombia ante la ONU pide al Consejo de Seguridad reforzar el estado ante la violencia en Arauca,https://www.europapress.es/internacional/noticia-representante-colombia-onu-pide-consejo-seguridad-reforzar-estado-violencia-arauca-20220121053013.html,35%
95,"Naciones Unidas alerta de la escasa presencia de mujeres en procesos de paz, más aún tras la pandemia",https://www.europapress.es/internacional/noticia-naciones-unidas-alerta-escasa-presencia-mujeres-procesos-paz-mas-aun-pandemia-20220119071728.html,25%
96,Trece agentes heridos en un atentado con bomba contra un camión de la Policía de Cali,https://www.europapress.es/internacional/noticia-menos-11-agentes-heridos-atentado-bomba-contra-camion-policia-ciudad-colombiana-cali-20220108094247.html,35%
97,"Colombia afirma que el ""reto"" en la frontera es el ""apoyo de Venezuela"" a grupos ilegales",https://www.europapress.es/internacional/noticia-colombia-afirma-reto-frontera-apoyo-venezuela-grupos-ilegales-20220104163329.html,35%
98,"El partido Comunes exige a los grupos armados de Colombia que ""cesen ya los actos de violencia"" en Arauca",https://www.europapress.es/internacional/noticia-partido-comunes-exige-grupos-armados-colombia-cesen-ya-actos-violencia-arauca-20220104011344.html,35%
99,Iván Duque defiende la aplicación de la ley de seguridad ciudadana por la reincidencia criminal en Colombia,https://www.europapress.es/internacional/noticia-ivan-duque-defiende-aplicacion-ley-seguridad-ciudadana-reincidencia-criminal-colombia-20211224031142.html,25%
100,Belarra participará en una jornada sobre los acuerdos de paz en Guatemala que organiza su Ministerio junto a la UC3M,https://www.europapress.es/nacional/noticia-belarra-participara-jornada-acuerdos-paz-guatemala-organiza-ministerio-junto-uc3m-20211209191150.html,35%
101,"Santos lamenta la ""hostilidad"" del Gobierno de Duque y sus intentos por ""descarrilar"" el acuerdo de paz",https://www.europapress.es/internacional/noticia-santos-lamenta-hostilidad-gobierno-duque-intentos-descarrilar-acuerdo-paz-20211129133106.html,35%
102,"Amnistía Internacional constata ""cientos de víctimas"" de traumas oculares durante las protestas de Colombia",https://www.europapress.es/internacional/noticia-amnistia-internacional-constata-cientos-victimas-traumas-oculares-protestas-colombia-20211126160450.html,25%
103,El conflicto persiste en Colombia cinco años después de la firma de la paz,https://www.europapress.es/internacional/noticia-conflicto-persiste-colombia-cinco-anos-despues-firma-paz-20211123142846.html,35%
104,La Fiscalía de Colombia acusa a tres policías de la muerte de seis jóvenes en las últimas protestas,https://www.europapress.es/internacional/noticia-fiscalia-colombia-acusa-tres-policias-muerte-seis-jovenes-ultimas-protestas-20211117232512.html,35%
105,El Ejército de Colombia informa de 18.800 militares muertos y 5.700 desaparecidos en el conflicto con la guerrilla,https://www.europapress.es/internacional/noticia-ejercito-colombia-informa-18800-militares-muertos-5700-desaparecidos-conflicto-guerrilla-20211113143459.html,35%
106,"La comunidad internacional rechaza las elecciones en Nicaragua, respaldadas por Venezuela, Cuba y Bolivia",https://www.europapress.es/internacional/noticia-comunidad-internacional-rechaza-elecciones-nicaragua-respaldadas-venezuela-cuba-bolivia-20211109055758.html,35%
107,"Maduro reclama ""respeto"" para Nicaragua y arremete contra Estados Unidos y España",https://www.europapress.es/internacional/noticia-maduro-reclama-respeto-nicaragua-arremete-contra-estados-unidos-espana-20211109040140.html,35%
108,Ingrid Betancourt busca revivir su partido con la vista puesta en las elecciones de Colombia en 2022,https://www.europapress.es/internacional/noticia-ingrid-betancourt-busca-revivir-partido-vista-puesta-elecciones-colombia-2022-20211026043746.html,25%
109,"Blinken destaca la respuesta de Colombia al ""reto migratorio"" de Venezuela",https://www.europapress.es/internacional/noticia-blinken-destaca-respuesta-colombia-reto-migratorio-venezuela-20211021055511.html,35%
110,Venezuela pide a Bachelet investigar la privación de derechos de migrantes venezolanos en Colombia,https://www.europapress.es/internacional/noticia-venezuela-pide-bachelet-investigar-privacion-derechos-migrantes-venezolanos-colombia-20211020212249.html,35%
111,"Duque acusa al director regional de HRW de querer ""sacar provecho"" con la visita de Blinken a Colombia",https://www.europapress.es/internacional/noticia-duque-acusa-director-regional-hrw-querer-sacar-provecho-visita-blinken-colombia-20211020053451.html,35%
112,"PSOE, Podemos y socios crean un Grupo Interparlamentario por la Paz en Colombia ante la violencia y la represión",https://www.europapress.es/nacional/noticia-psoe-podemos-socios-crean-grupo-interparlamentario-paz-colombia-violencia-represion-20211018172206.html,35%
113,"Jesús Eguiguren, Maixabel Lasa y Naiara Zamarreño participarán en Irun en los coloquios con motivo del fin de ETA",https://www.europapress.es/euskadi/noticia-jesus-eguiguren-maixabel-lasa-naiara-zamarreno-participaran-irun-coloquios-motivo-fin-eta-20211015181750.html,35%
114,"La ONU alerta de la ""grave"" situación de violencia en zonas de Colombia donde se priorizó el acuerdo de paz",https://www.europapress.es/internacional/noticia-onu-alerta-grave-situacion-violencia-zonas-colombia-donde-priorizo-acuerdo-paz-20211015053627.html,35%
115,"Andrés Pastrana pide a Podemos que ""cuente la verdad"" sobre cómo se han financiado ""buena parte"" de sus líderes",https://www.europapress.es/nacional/noticia-andres-pastrana-pide-podemos-cuente-verdad-financiado-buena-parte-lideres-20211001134248.html,35%
116,La ONU eleva a casi 300 los guerrilleros desmovilizados de las FARC asesinados desde el acuerdo de 2016,https://www.europapress.es/internacional/noticia-onu-eleva-casi-300-guerrilleros-desmovilizados-farc-asesinados-acuerdo-2016-20210930210615.html,35%
117,"Los conflictos pasan a un ""contexto más complejo"" con récord de intervenciones internacionales, según el IISS",https://www.europapress.es/internacional/noticia-conflictos-pasan-contexto-mas-complejo-record-intervenciones-internacionales-iiss-20210921011034.html,35%
118,"Duque ve el narcotráfico como una ""amenaza"" y aboga por compartir responsabilidades con las ""naciones consumidoras""",https://www.europapress.es/internacional/noticia-duque-ve-narcotrafico-amenaza-aboga-compartir-responsabilidades-naciones-consumidoras-20210917103146.html,35%
119,"Bolivia rechaza el ""unilateral"" y ""sesgado"" informe de EEUU que les acusa no luchar contra las drogas",https://www.europapress.es/internacional/noticia-bolivia-rechaza-unilateral-sesgado-informe-eeuu-les-acusa-no-luchar-contra-drogas-20210916182430.html,25%
126,"El Rey y Sánchez reciben mañana al presidente de Colombia, de visita oficial a España",https://www.europapress.es/nacional/noticia-rey-sanchez-reciben-manana-presidente-colombia-visita-oficial-espana-20210915163942.html,35%
127,"Podemos organiza en el Congreso una jornada sobre la ""crisis"" de DDHH en Colombia en la visita de Iván Duque a España",https://www.europapress.es/nacional/noticia-podemos-organiza-congreso-jornada-crisis-ddhh-colombia-visita-ivan-duque-espana-20210914185331.html,35%
128,"Santos acusa a los detractores del acuerdo de paz de agitar ""miedo"" y ""mentiras"" por intereses políticos",https://www.europapress.es/internacional/noticia-santos-acusa-duque-agitar-miedo-mentiras-contra-acuerdo-paz-intereses-politicos-20210913144303.html,35%
129,El Parlament pide a los organismos internacionales cumplir las resoluciones de la ONU sobre el conflicto árabe-israelí,https://www.europapress.es/illes-balears/noticia-parlament-pide-organismos-internacionales-cumplir-resoluciones-onu-conflicto-arabe-israeli-20210909200532.html,35%
130,Organización colombiana alerta de que cada cuatro días hay una víctima de violencia política en el país,https://www.europapress.es/internacional/noticia-organizacion-colombiana-alerta-cada-cuatro-dias-hay-victima-violencia-politica-pais-20210909035137.html,45%
