,titles,links,percents
601,ACNUR pide protección para quienes huyen para salvar su vida en Centroamérica,https://www.europapress.es/internacional/noticia-acnur-pide-proteccion-quienes-huyen-salvar-vida-centroamerica-20161011115610.html,35%
602,El Gobierno colombiano y el ELN resucitan el diálogo de paz,https://www.europapress.es/internacional/noticia-gobierno-colombiano-eln-resucitan-dialogo-paz-20161011025452.html,25%
603,Santos y Uribe se reúnen durante tres horas para acordar una salida a la crisis del proceso de paz,https://www.europapress.es/internacional/noticia-santos-uribe-reunen-tres-horas-acordar-salida-crisis-proceso-paz-20161005235644.html,25%
604,"Mogherini asegura a Santos que la UE seguirá ""alentando, acompañando y apoyando"" los esfuerzos de paz",https://www.europapress.es/internacional/noticia-mogherini-asegura-santos-ue-seguira-alentando-acompanando-apoyando-esfuerzos-paz-20161003192537.html,35%
605,"PNV muestra su ""pesar"" por el resultado del referéndum en Colombia pero que cree ""no es irreversible""",https://www.europapress.es/nacional/noticia-pnv-muestra-pesar-resultado-referendum-colombia-cree-no-irreversible-20161003182807.html,35%
606,"Uribe aboga por un ""gran pacto nacional"" y agrega que ""todos quieren la paz"" en Colombia",https://www.europapress.es/internacional/noticia-uribe-aboga-gran-pacto-nacional-agrega-todos-quieren-paz-colombia-20161003050158.html,25%
607,Los colombianos comienzan a votar este domingo sobre la continuidad de la guerra con las FARC,https://www.europapress.es/internacional/noticia-colombianos-comienzan-votar-domingo-continuidad-guerra-farc-20161002151928.html,25%
608,"Ahora Madrid, PSOE y C's apoyan el proceso de paz en Colombia con una proposición que el PP tacha de ""ideológica""",https://www.europapress.es/madrid/noticia-ahora-madrid-psoe-cs-apoyan-proceso-paz-colombia-proposicion-pp-tacha-ideologica-20160928172208.html,35%
609,"Cáritas Española celebra el acuerdo de paz en Colombia, un ""paso fundamental hacia la construcción de una paz duradera""",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-caritas-espanola-celebra-acuerdo-paz-colombia-paso-fundamental-construccion-paz-duradera-20160928131413.html,35%
610,ETA se reafirma en el cese definitivo de la violencia,https://www.europapress.es/euskadi/noticia-eta-reafirma-cese-definitivo-violencia-censura-no-haya-alcanzado-acuerdo-farc-20160927094443.html,35%
611,"Ban Ki Moon, en Colombia: ""Ya se han salvado vidas""",https://www.europapress.es/internacional/noticia-ban-ki-moon-colombia-ya-salvado-vidas-20160927061347.html,35%
612,Las FARC piden perdón a todas las víctimas del conflicto tras la firma de la paz,https://www.europapress.es/internacional/noticia-farc-piden-perdon-todas-victimas-conflicto-firma-paz-20160927020023.html,25%
613,ETA se reafirma en el cese definitivo de la violencia y censura que no se haya alcanzado un acuerdo como el de las FARC,https://www.europapress.es/nacional/noticia-eta-reafirma-cese-definitivo-violencia-censura-no-haya-alcanzado-acuerdo-farc-20160927013041.html,35%
614,"Mogherini pide revitalizar el alto el fuego en Siria: ""La tregua todavía no está muerta""",https://www.europapress.es/internacional/noticia-mogherini-pide-revitalizar-alto-fuego-siria-tregua-todavia-no-muerta-20160921163831.html,25%
615,El foro 'Women Working for the World' se celebrará en Madrid para reivindicar el papel de la mujer como motor de cambio,https://www.europapress.es/epsocial/igualdad/noticia-foro-women-working-for-the-world-celebrara-madrid-reivindicar-papel-mujer-motor-cambio-20160915132611.html,25%
616,"Uribe y Pastrana expresan su ""preocupación"" por la situación en Colombia y Venezuela",https://www.europapress.es/internacional/noticia-uribe-pastrana-expresan-preocupacion-situacion-colombia-venezuela-20160901232752.html,35%
617,Cronología del conflicto armado con las FARC,https://www.europapress.es/internacional/noticia-cronologia-conflicto-armado-farc-20160825134419.html,35%
618,Podemos apela al Pacto de Ajuria Enea para defender que se cumplen las condiciones para que Otegi concurra al 25S,https://www.europapress.es/nacional/noticia-podemos-apela-pacto-ajuria-enea-defender-cumplen-condiciones-otegi-concurra-25s-20160825121607.html,35%
619,¿Qué han acordado el Gobierno de Colombia y las FARC?,https://www.europapress.es/internacional/noticia-acordado-gobierno-farc-20160825110421.html,25%
620,"Colombia extiende la restitución de tierras a ""los municipios más golpeados por la violencia""",https://www.europapress.es/internacional/noticia-colombia-extiende-restitucion-tierras-municipios-mas-golpeados-violencia-20160809233804.html,25%
621,El ELN rechaza el acuerdo con el Gobierno para el desarme de las FARC,https://www.europapress.es/internacional/noticia-eln-rechaza-acuerdo-gobierno-desarme-farc-20160806094556.html,25%
622,Las FARC piden que la amnistía se apruebe antes del Acuerdo de Paz,https://www.europapress.es/internacional/noticia-farc-piden-amnistia-apruebe-antes-acuerdo-paz-20160806075202.html,25%
623,Gobierno y FARC acuerdan los protocolos para la tregua y el desarme,https://www.europapress.es/internacional/noticia-gobierno-farc-acuerdan-protocolos-tregua-desarme-20160805215629.html,25%
624,Gobierno y FARC acuerdan que delitos contra mujeres y menores no serán amnistiables,https://www.europapress.es/internacional/noticia-gobierno-frac-acuerdan-delitos-contra-mujeres-menores-no-seran-amnistiables-20160724235103.html,25%
625,España ofrece una veintena de militares y policías para la misión de la ONU en Colombia,https://www.europapress.es/nacional/noticia-espana-ofrece-veintena-militares-policias-mision-onu-colombia-20160717125235.html,25%
626,La OMS pide acabar con la violencia infantil en el mundo,https://www.infosalus.com/actualidad/noticia-oms-pide-acabar-violencia-infantil-mundo-20160713130551.html,35%
627,"Los ministros Catalá y Alonso, esta semana en Santander",https://www.europapress.es/cantabria/noticia-ministros-rafael-catala-alfonso-alonso-semana-santander-20160710113305.html,25%
628,Colombia impulsará el desarrollo en las zonas afectadas por el conflicto con las FARC,https://www.europapress.es/internacional/noticia-colombia-impulsara-desarrollo-zonas-afectadas-conflicto-farc-20160703063653.html,25%
629,Mogherini pide a los países de la UE más cooperación en defensa,https://www.europapress.es/internacional/noticia-mogherini-pide-paises-ue-mas-cooperacion-defensa-20160628171502.html,35%
630,EEUU y la UE felicitan a Colombia por la firma de la paz y prometen seguir colaborando,https://www.europapress.es/internacional/noticia-eeuu-ue-felicitan-colombia-firma-paz-prometen-seguir-colaborando-20160623214845.html,25%
631,"Santos da la bienvenida a las FARC a la ""democracia""",https://www.europapress.es/internacional/noticia-santos-da-bienvenida-farc-democracia-20160623205816.html,35%
632,Así ha sido el histórico camino hacia la paz en Colombia,https://www.europapress.es/internacional/noticia-asi-sido-historico-camino-paz-colombia-20160622185055.html,35%
633,Cáritas pide a la UE que refuerce su apoyo al proceso de paz en Colombia,https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-caritas-pide-ue-refuerce-apoyo-proceso-paz-colombia-20160615140755.html,25%
634,"AI critica al Gobierno venezolano y asegura que hay millones de personas en ""alto riesgo""",https://www.europapress.es/internacional/noticia-ai-critica-gobierno-venezolano-asegura-hay-millones-personas-alto-riesgo-20160610191846.html,25%
635,"La defensa de Leopoldo López considera ""un precedente positivo"" la visita de Zapatero",https://www.europapress.es/internacional/noticia-defensa-leopoldo-lopez-considera-precedente-positivo-visita-zapatero-20160607204743.html,25%
636,"Ingrid Betancourt confía en que ""la actividad política de las FARC"" lleve a Colombia hasta el ""primer mundo""",https://www.europapress.es/internacional/noticia-ingrid-betancourt-confia-actividad-politica-farc-lleve-colombia-primer-mundo-20160603090832.html,45%
637,El Gobierno llevará a la mesa de negociaciones los últimos ataques de las FARC,https://www.europapress.es/internacional/noticia-gobierno-llevara-mesa-negociaciones-ultimos-ataques-farc-20160511194133.html,35%
638,El 86 por ciento de la población mundial no disfruta de libertad de prensa,https://www.europapress.es/internacional/noticia-86-ciento-poblacion-mundial-no-disfruta-libertad-prensa-20160428083936.html,25%
639,"Colombia necesita una ""verdadera transición"" tras alcanzar el acuerdo de paz",https://www.europapress.es/internacional/noticia-colombia-necesita-verdadera-transicion-alcanzar-acuerdo-paz-20160419123802.html,35%
640,"Gernika Gogoratuz, el Museo de la Paz de Gernika y SS2016 organizan un encuentro de mujeres y activismo",https://www.europapress.es/euskadi/noticia-gernika-gogoratuz-museo-paz-gernika-ss2016-organizan-encuentro-mujeres-activismo-20160404133707.html,35%
641,"Mogherini dice que el diálogo entre Gobierno y ELN es ""una ventana única de oportunidad""",https://www.europapress.es/internacional/noticia-mogherini-dice-dialogo-gobierno-eln-ventana-unica-oportunidad-20160331110808.html,35%
642,"Santos defiende que el diálogo con el ELN completará al de las FARC porque ""el conflicto es uno solo""",https://www.europapress.es/internacional/noticia-santos-defiende-dialogo-eln-completara-farc-porque-conflicto-solo-20160330200720.html,25%
643,El Gobierno de Colombia y el ELN oficializan el diálogo de paz,https://www.europapress.es/internacional/noticia-gobierno-colombia-eln-oficializan-dialogo-paz-20160330190141.html,25%
644,Podemos y Soldepaz critican el retraso en la llegada de los refugiados colombianos amenazados de muerte,https://www.europapress.es/asturias/noticia-podemos-soldepaz-critican-retraso-llegada-refugiados-colombianos-amenazados-muerte-20160311123047.html,35%
645,"Julia Navarro narra desde Nueva York la 'Historia de un canalla', la de ""un tipo ambicioso que no tiene escrúpulos""",https://www.europapress.es/cultura/libros-00132/noticia-julia-navarro-narra-nueva-york-historia-canalla-tipo-ambicioso-no-tiene-escrupulos-20160210092040.html,35%
646,"Piden al Gobierno y al ELN que pasen a ""la fase pública"" del diálogo de paz",https://www.europapress.es/internacional/noticia-piden-gobierno-eln-pasen-fase-publica-dialogo-paz-20160203221142.html,35%
647,"Spektorowsky defiende la aplicación de una justicia transicional para poder ""liberar a todos los presos"" de ETA",https://www.europapress.es/nacional/noticia-spektorowsky-defiende-aplicacion-justicia-transicional-poder-liberar-todos-presos-eta-20160130111408.html,35%
648,La UE estudia apoyar el desarrollo rural de Colombia tras el acuerdo de paz,https://www.europapress.es/internacional/noticia-ue-estudia-apoyar-desarrollo-rural-colombia-acuerdo-paz-20160128161630.html,35%
649,"La UE respalda misión de la ONU y ve ""vital"" apoyo internacional para ""superar el legado del conflicto""",https://www.europapress.es/internacional/noticia-ue-respalda-mision-onu-ve-vital-apoyo-internacional-superar-legado-conflicto-20160126104340.html,25%
650,Los diez conflictos a tener en cuenta en 2016,https://www.europapress.es/internacional/noticia-diez-conflictos-tener-cuenta-2016-20160117085051.html,35%
651,"Cuatro crisis humanitarias, retratadas en una exposición de MSF",https://www.europapress.es/navarra/noticia-cuatro-crisis-humanitarias-retratadas-exposicion-msf-20160112133948.html,25%
652,La ONU valora que el acuerdo sobre víctimas implique sanciones para los autores de crímenes internacionales,https://www.europapress.es/internacional/noticia-onu-valora-acuerdo-victimas-implique-sanciones-autores-crimenes-internacionales-20151215232944.html,35%
653,¿Qué han acordado hasta ahora el Gobierno de Colombia y las FARC?,https://www.europapress.es/internacional/noticia-acordado-ahora-gobierno-colombia-farc-20151215175203.html,25%
654,"Ortuzar apela al abertzalismo y dice que la IA no es su adversario el 20-D, sino ""quien niega el derecho a decidir""",https://www.europapress.es/nacional/noticia-ortuzar-apela-abertzalismo-dice-ia-no-adversario-20-quien-niega-derecho-decidir-20151212195935.html,25%
655,"Uribe dice que las FARC han sido el ""mayor cártel de tráfico de cocaína del mundo""",https://www.europapress.es/internacional/noticia-uribe-dice-farc-sido-mayor-cartel-trafico-cocaina-mundo-20151212044517.html,35%
656,El CNE de Venezuela dice que dará los resultados oficiales la misma noche de la votación,https://www.europapress.es/internacional/noticia-cne-venezuela-dice-dara-resultados-oficiales-misma-noche-votacion-20151204060411.html,35%
657,"Gobierno regional defiende Sanidad y Servicios Sociales públicos y universales garantizados como ""derechos ciudadanos""",https://www.europapress.es/cantabria/noticia-gobierno-regional-defiende-sanidad-servicios-sociales-publicos-universales-garantizados-derechos-ciudadanos-20151202142147.html,25%
658,Santos confía en que las diferencias con las FARC se resuelvan antes del plazo marcado,https://www.europapress.es/internacional/noticia-santos-confia-diferencias-farc-resuelvan-antes-plazo-marcado-20151201181916.html,35%
659,"Las FARC reclaman ""el concurso pleno del pueblo"" para sellar la paz",https://www.europapress.es/internacional/noticia-farc-reclaman-concurso-pleno-pueblo-sellar-paz-20151119223539.html,25%
660,Las FARC exigirán la excarcelación masiva de 12.000 combatientes,https://www.europapress.es/internacional/noticia-farc-exigiran-excarcelacion-masiva-12000-combatientes-20150816225443.html,25%
661,"Dos peregrinas inician el Camino de Santiago en Gijón ""por la paz en Colombia""",https://www.europapress.es/asturias/noticia-dos-peregrinas-inician-camino-santiago-gijon-paz-colombia-20150816113415.html,35%
662,"Ceballos: ""La libertad va a llegar pronto porque son tiempos de cambio en Venezuela""",https://www.europapress.es/internacional/noticia-ceballos-libertad-va-llegar-pronto-porque-son-tiempos-cambio-venezuela-20150812234352.html,35%
663,Colombia planea firmar casi 200 acuerdos internacionales para apoyar el postconflicto,https://www.europapress.es/internacional/noticia-colombia-planea-firmar-casi-200-acuerdos-internacionales-apoyar-postconflicto-20150804231304.html,25%
664,"Margallo dice que ""no se puede equiparar"" a los ""movimientos terroristas"" colombianos con el Estado Islámico",https://www.europapress.es/nacional/noticia-margallo-dice-no-puede-equiparar-movimientos-terroristas-colombianos-estado-islamico-20150728153346.html,35%
665,"Corrupción política y relaciones internacionales, a debate esta semana en la Magdalena",https://www.europapress.es/cantabria/cultura-deporte-00760/noticia-corrupcion-politica-relaciones-internacionales-debate-semana-magdalena-20150713060034.html,25%
666,"Corrupción política y relaciones internacionales, a debate",https://www.europapress.es/cantabria/noticia-corrupcion-politica-relaciones-internacionales-debate-semana-magdalena-20150712131543.html,25%
667,"Santos advierte a las FARC de que si no entienden que no hay amnistías seguirá ""en guerra""",https://www.europapress.es/internacional/noticia-santos-advierte-farc-si-no-entienden-no-hay-amnistias-seguira-guerra-20150710104840.html,35%
669,Las FARC reclaman el fin del paramilitarismo para poder convertirse en partido político,https://www.europapress.es/internacional/noticia-farc-reclaman-fin-paramilitarismo-poder-convertirse-partido-politico-20150709173459.html,35%
670,"Uribe denuncia la ""humillación"" de los militares por un Gobierno colombiano",https://www.europapress.es/internacional/noticia-uribe-denuncia-humillacion-militares-gobierno-colombiano-20150629131455.html,25%
671,"Las I Jornadas de Psicología y Cooperación del Colegio de Psicología de Andalucía Occidental suman ""gran participación""",https://www.europapress.es/andalucia/sevilla-00357/noticia-jornadas-psicologia-cooperacion-colegio-psicologia-andalucia-occidental-suman-gran-participacion-20150621185014.html,25%
672,"Uribe a Santos: ""la paz no es la entrega del país al terrorismo""",https://www.europapress.es/internacional/noticia-uribe-santos-paz-no-entrega-pais-terrorismo-20150612173432.html,35%
673,"La oposición advierte de que suspender las elecciones parlamentarias ""sería un golpe de Estado""",https://www.europapress.es/internacional/noticia-oposicion-advierte-suspender-elecciones-parlamentarias-seria-golpe-estado-20150612151816.html,25%
674,"EH Bildu dice que el comunicado de ETA debe hacer reflexionar y reclama ""cobertura institucional"" para ayudar al desarme",https://www.europapress.es/nacional/noticia-eh-bildu-dice-comunicado-eta-debe-hacer-reflexionar-reclama-cobertura-institucional-ayudar-desarme-20150606113224.html,25%
675,"Las FARC sostienen que la responsabilidad del Estado es ""un millón de veces mayor""",https://www.europapress.es/internacional/noticia-farc-sostienen-responsabilidad-estado-millon-veces-mayor-20150604234012.html,35%
676,"Santos insiste en que se ""necesita"" un ""nuevo enfoque"" global en la lucha contra las drogas",https://www.europapress.es/internacional/noticia-santos-insiste-necesita-nuevo-enfoque-global-lucha-contra-drogas-20150602201130.html,25%
677,Experimentos poco convencionales para incrementar el rendimiento escolar,https://www.europapress.es/sociedad/educacion-00468/noticia-experimentos-poco-convencionales-incrementar-rendimiento-escolar-20150601175656.html,25%
678,"Uribe: ""Colombia tiene dos jefes de Estado, Santos y las FARC""",https://www.europapress.es/internacional/noticia-uribe-colombia-tiene-dos-jefes-estado-santos-farc-20150531022434.html,35%
679,"Schulz reitera ""preocupación"" por Venezuela y celebra el ""rayo de esperanza"" que ofrece Cuba",https://www.europapress.es/internacional/noticia-schulz-reitera-preocupacion-venezuela-celebra-rayo-esperanza-ofrece-cuba-20150528113641.html,25%
680,"Las FARC se reivindican como ""un partido político en armas""",https://www.europapress.es/internacional/noticia-farc-reivindican-partido-politico-armas-20150527202912.html,35%
681,"Cáritas pide para Colombia ""una paz basada en la justicia""",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-caritas-pide-colombia-paz-basada-justicia-20150522144231.html,35%
682,"Pinzón alerta de que ""la paz no puede ser el camino para que los violentos lleguen el poder""",https://www.europapress.es/internacional/noticia-pinzon-alerta-paz-no-puede-ser-camino-violentos-lleguen-poder-20150520174739.html,25%
683,La UCAM acoge las IV Jornadas Internacionales 'Víctimas del terrorismo y criminalidad de violencia política',https://www.europapress.es/murcia/noticia-ucam-acoge-iv-jornadas-internacionales-victimas-terrorismo-criminalidad-violencia-politica-20150504184038.html,35%
684,El Festival exhibe un adelanto de lo nuevo de Mario Casas y Adriana Ugarte,https://www.europapress.es/andalucia/fundacion-cajasol-00621/noticia-festival-exhibe-adelanto-nuevo-mario-casas-adriana-ugarte-20150418195811.html,35%
685,"La UE lamenta el ataque de las FARC y dice que es ""un serio obstáculo"" para la reconciliación en Colombia",https://www.europapress.es/internacional/noticia-ue-lamenta-ataque-farc-dice-serio-obstaculo-reconciliacion-colombia-20150417102824.html,25%
687,"Transparencia Internacional tacha de ""lamentable"" el desempeño de los países de la región ante la corrupción",https://www.europapress.es/internacional/noticia-transparencia-internacional-tacha-lamentable-desempeno-paises-region-corrupcion-20150410053620.html,25%
688,"Las FARC rechazan la Comisión de Paz por ""excluyente""",https://www.europapress.es/internacional/noticia-farc-rechazan-comision-paz-excluyente-20150318195510.html,25%
689,Las bandas criminales son la principal amenaza para la seguridad en Colombia,https://www.europapress.es/internacional/noticia-bandas-criminales-son-principal-amenaza-seguridad-colombia-20150317014934.html,35%
690,El ELN urge a EEUU asumir su responsabilidad en el conflicto,https://www.europapress.es/internacional/noticia-eln-exige-eeuu-asuma-responsabilidad-directa-conflicto-colombiano-20150309122817.html,25%
691,"Una delegación de UNASUR visita Venezuela para buscar ""una mediación pacífica""",https://www.europapress.es/internacional/noticia-cancilleres-unasur-visitan-venezuela-viernes-buscar-mediacion-pacifica-20150306092014.html,25%
692,"Cancilleres de UNASUR visitarán Venezuela este viernes para buscar ""una mediación pacífica"" en el país",https://www.europapress.es/internacional/noticia-cancilleres-unasur-visitaran-venezuela-viernes-buscar-mediacion-pacifica-pais-20150304043858.html,25%
693,"Baltasar Garzón urge a ""no enfrentar justicia y paz"" en el proceso colombiano",https://www.europapress.es/internacional/noticia-garzon-urge-no-enfrentar-justicia-paz-proceso-colombiano-20150302124533.html,35%
694,"Gaviria niega que Colombia sea un ""conejillo de indias"" del TPI en la aplicación de la justicia transicional",https://www.europapress.es/internacional/noticia-gaviria-niega-colombia-sea-conejillo-indias-tpi-aplicacion-justicia-transicional-20150302115314.html,35%
695,Cuba y EEUU retoman el diálogo en Washington para restaurar las relaciones diplomáticas,https://www.europapress.es/internacional/noticia-cuba-eeuu-retoman-dialogo-washington-restaurar-relaciones-diplomaticas-20150227090237.html,25%
696,La negociación entre Gobierno y las FARC ha evitado 5.000 víctimas en 2014,https://www.europapress.es/internacional/noticia-negociacion-gobierno-farc-evitado-5000-victimas-2014-20150225205019.html,25%
697,"La colombiana Doris Salcedo, primera artista actual en la colección permanente del Thyssen",https://www.europapress.es/cultura/exposiciones-00131/noticia-colombiana-doris-salcedo-primera-artista-actual-coleccion-permanente-thyssen-20150224170355.html,25%
698,"Las FARC cumplen dos meses de alto fuego sin acciones ofensivas y con nueve combates ""fortuitos""",https://www.europapress.es/internacional/noticia-farc-cumplen-dos-meses-alto-fuego-acciones-ofensivas-nueve-combates-fortuitos-20150223155549.html,35%
699,Crónica de un año de desencanto 'chavista',https://www.europapress.es/internacional/noticia-cronica-ano-desencanto-chavista-20150212095435.html,25%
700,Día de Internet Seguro: consejos para protegerte online,https://www.europapress.es/portaltic/internet/noticia-dia-internet-seguro-consejos-protegerte-online-20150210085934.html,25%
701,Estos son los principales problemas a los que se enfrentan los niños en 2015,https://www.europapress.es/internacional/noticia-son-principales-problemas-enfrentan-ninos-2015-20150129173505.html,25%
702,"El Gobierno aclara que ""no hay una orden expresa de suspensión de los bombardeos"" contra las FARC",https://www.europapress.es/internacional/noticia-gobierno-aclara-no-hay-orden-expresa-suspension-bombardeos-contra-farc-20150115170927.html,35%
703,La UE aplaude el alto el fuego de las FARC y confía en que impulse el acuerdo de paz,https://www.europapress.es/internacional/noticia-ue-aplaude-alto-fuego-farc-confia-impulse-acuerdo-paz-20141218164827.html,25%
704,El gobernador de Morelos dice que dos emisarios del narcotráfico trataron de pactar con él,https://www.europapress.es/internacional/noticia-gobernador-morelos-dice-dos-emisarios-narcotrafico-trataron-pactar-20141216184256.html,25%
705,"Santos asegura que la paz en Colombia significará ""menos cocaína""",https://www.europapress.es/internacional/noticia-santos-asegura-paz-colombia-significara-menos-cocaina-20141210200443.html,25%
706,Las FARC sostienen que no han cometido crímenes de lesa humanidad,https://www.europapress.es/internacional/noticia-farc-sostienen-no-cometido-crimenes-lesa-humanidad-20141210173542.html,35%
707,"Samper pide a los líderes regionales que contribuyan a ""crear el concepto de identidad suramericana""",https://www.europapress.es/internacional/noticia-samper-pide-lideres-regionales-contribuyan-crear-concepto-identidad-suramericana-20141205221850.html,25%
708,"RSC.-La mujer, los menores y las personas con discapacidad, reconocidos en los Premios Cepsa al Valor Social",https://www.europapress.es/epsocial/rsc/noticia-rsc-mujer-menores-personas-discapacidad-reconocidos-premios-cepsa-valor-social-20141119175204.html,25%
709,¿Qué han acordado el Gobierno y las FARC en estos dos años de diálogo?,https://www.europapress.es/internacional/noticia-acordado-gobierno-farc-dos-anos-dialogo-20141117185434.html,25%
710,"Uribe advierte de que las FARC se aprovechan de la ""debilidad"" del Estado",https://www.europapress.es/internacional/noticia-uribe-advierte-farc-aprovechan-debilidad-estado-20141117164734.html,25%
711,"Venezuela autoriza la solicitud de extradición de 'El Colombia', presunto asesino del diputado Robert Serra",https://www.europapress.es/internacional/noticia-venezuela-autoriza-solicitud-extradicion-colombia-presunto-asesino-diputado-robert-serra-20141115045001.html,25%
712,La MUD acuerda relanzar el diálogo con el Gobierno para superar la crisis venezolana,https://www.europapress.es/internacional/noticia-mud-acuerda-relanzar-dialogo-gobierno-superar-crisis-venezolana-20141114135830.html,25%
713,Juan Pinilla y Fernando Valverde inician una gira por América que culminará en la gala de los Grammy,https://www.europapress.es/andalucia/fundacion-cajasol-00621/noticia-granada-cultura-juan-pinilla-fernando-valverde-inician-gira-america-culminara-gala-grammy-20141110172355.html,25%
714,"El alcalde de San Sebastián se disculpa ante las víctimas que ""se hayan sentido menospreciadas o utilizadas""",https://www.europapress.es/nacional/noticia-alcalde-san-sebastian-disculpa-victimas-hayan-sentido-menospreciadas-utilizadas-20141110141559.html,35%
715,Venezuela inicia los trámites para la extradición del presunto organizador del asesinato de Serra,https://www.europapress.es/internacional/noticia-venezuela-inicia-tramites-extradicion-presunto-organizador-asesinato-serra-20141110052627.html,25%
716,El respaldo a Santos cae entre los colombianos mientras que crece el apoyo al proceso de paz con las FARC,https://www.europapress.es/internacional/noticia-respaldo-santos-cae-colombianos-mientras-crece-apoyo-proceso-paz-farc-20141108010110.html,35%
717,Capturado el presunto organizador del asesinato de Robert Serra,https://www.europapress.es/internacional/noticia-capturan-colombia-presunto-organizador-asesinato-diputado-chavista-robert-serra-20141106052026.html,25%
718,"El transporte público de Bogotá, México DF y Lima es el más peligroso para las mujeres",https://www.europapress.es/internacional/noticia-transporte-publico-bogota-mexico-df-lima-mas-peligroso-mujeres-20141029143317.html,35%
719,Una ONG mexicana denuncia supuestos vínculos del nuevo gobernador de Guerrero con las FARC,https://www.europapress.es/internacional/noticia-ong-mexicana-denuncia-supuestos-vinculos-nuevo-gobernador-guerrero-farc-20141028224533.html,25%
725,El Gobierno colombiano asegura que el proceso de paz con las FARC no busca la amnistía ni la criminalización,https://www.europapress.es/internacional/noticia-gobierno-colombiano-asegura-proceso-paz-farc-no-busca-amnistia-criminalizacion-20141008130526.html,35%
726,"México, el país más peligroso para los periodistas en América Latina",https://www.europapress.es/internacional/noticia-mexico-pais-mas-peligroso-periodistas-america-latina-20140930225815.html,35%
727,Aprobada una resolución de la Comisión de DDHH de la ONU para poner fin de la violencia contra los homosexuales,https://www.europapress.es/internacional/noticia-aprobada-resolucion-comision-ddhh-onu-poner-fin-violencia-contra-homosexuales-20140927054430.html,25%
728,"El Gobierno venezolano acusa a Gómez Saleh de planear ""homicidios selectivos"" desde el extranjero",https://www.europapress.es/internacional/noticia-gobierno-venezolano-acusa-gomez-saleh-planear-homicidios-selectivos-extranjero-20140922203132.html,35%
729,"Venezuela acusa a Uribe, López y Machado de estar detrás de ""grupos terroristas""",https://www.europapress.es/internacional/noticia-venezuela-acusa-uribe-lopez-machado-estar-detras-grupos-terroristas-20140917221743.html,35%
730,El 'uribismo' amenaza con presentar una moción de censura por extraditar estudiantes a Venezuela,https://www.europapress.es/internacional/noticia-uribismo-amenaza-presentar-mocion-censura-extraditar-estudiantes-venezuela-20140915185355.html,25%
731,"La directora granadina Chus Gutiérrez muestra ""otra cara"" de Colombia en 'Ciudad delirio'",https://www.europapress.es/andalucia/fundacion-cajasol-00621/noticia-granada-cultura-directora-chus-gutierrez-muestra-otra-cara-colombia-ciudad-delirio-20140901151120.html,35%
732,Cruz Roja cifra en más de 92.000 las personas desaparecidas por el conflicto armado en Colombia,https://www.europapress.es/internacional/noticia-cruz-roja-cifra-mas-92000-personas-desaparecidas-conflicto-armado-colombia-20140829222740.html,35%
733,"Santos destaca que ""por primera vez se inicia la discusión sobre el cese al fuego definitivo"" en Colombia",https://www.europapress.es/internacional/noticia-santos-destaca-primera-vez-inicia-discusion-cese-fuego-definitivo-colombia-20140821222131.html,25%
734,"Las víctimas de las FARC defienden la paz como el ""único camino""",https://www.europapress.es/internacional/noticia-victimas-farc-hacen-llamamiento-paz-unico-camino-poner-fin-violencia-20140817034934.html,35%
735,"Santos ve ""con buenos ojos el uso medicinal y terapéutico de la marihuana""",https://www.europapress.es/internacional/noticia-santos-ve-buenos-ojos-uso-medicinal-terapeutico-marihuana-20140814182523.html,25%
736,"Las FARC mantienen que ""es posible"" alcanzar un acuerdo de paz",https://www.europapress.es/internacional/noticia-farc-mantienen-posible-alcanzar-acuerdo-paz-20140809200032.html,35%
737,Santos asegura que el nuevo Congreso legislará para el postconflicto,https://www.europapress.es/internacional/noticia-santos-asegura-nuevo-congreso-sera-responsable-legislar-postconflicto-20140721031200.html,25%
738,El Gobierno colombiano y las FARC acuerdan la participación de las víctimas en los diálogos de paz,https://www.europapress.es/internacional/noticia-gobierno-colombiano-farc-acuerdan-participacion-victimas-dialogos-paz-20140718021540.html,25%
739,RSC.-Cepsa contribuye a la atención de mujeres prostitutas en Huelva mediante el proyecto premiado al Valor Social,https://www.europapress.es/epsocial/rsc/noticia-rsc-cepsa-contribuye-atencion-mujeres-prostitutas-huelva-proyecto-premiado-valor-social-20140716183558.html,35%
740,La Fiscalía revela que los servicios de Inteligencia espían a Machado,https://www.europapress.es/internacional/noticia-fiscalia-revela-servicios-inteligencia-espian-machado-20140529211021.html,35%
741,El Gobierno convoca a la MUD a una reunión para enseñarle las pruebas de los planes golpistas,https://www.europapress.es/internacional/noticia-gobierno-convoca-mud-reunion-ensenarle-pruebas-planes-golpistas-20140528235626.html,35%
742,"Jaua alerta de que si la MUD rompe el diálogo será ""porque va a insistir en derrocar al Gobierno""",https://www.europapress.es/internacional/noticia-jaua-alerta-si-mud-rompe-dialogo-sera-porque-va-insistir-derrocar-gobierno-20140521230201.html,35%
743,"La MUD aclara que el diálogo está suspendido y exige ""rectificaciones profundas"" al Gobierno",https://www.europapress.es/internacional/noticia-mud-aclara-dialogo-suspendido-exige-rectificaciones-profundas-gobierno-20140520234958.html,35%
